Stage,N1,N2,N3,R,W
W,0.009821729681336726,0.004556054593532154,0.0023547252893624474,0.011450695003558952,0.9718167954322098
W,0.017171783294468213,0.012169100846810381,0.001079977002509359,0.0004730837574215192,0.9691060550987906
W,0.020067744239253185,0.011352416813025509,0.00047865425589132784,0.000550660404542615,0.9675505242872875
W,0.1976984750363807,0.023348528674479733,0.0016891257300553958,0.0018862253296494616,0.7753776452294346
W,0.05986019852384991,0.09809974593665886,0.0158881576784681,0.005587510504509221,0.8205643873565138
W,0.003885881886065423,0.00372744993859027,0.011131428951388616,0.0036224152147932925,0.9776328240091623
W,0.019205633100026598,0.006890806011692128,0.010205575638922089,0.00912822495020344,0.9545697602991559
W,0.0021623308949329885,0.0016278611136604552,0.005795026109816637,0.004028544140082121,0.9863862377415077
W,0.03563410752077714,0.06180758436668702,0.0005136703747125268,0.0023087800456646837,0.8997358576921587
W,0.014388610492539904,0.031063944867700526,0.0005062895993557073,0.0020839361342734706,0.9519572189061304
W,0.030483937727790646,0.019084054614369215,0.0013826929038435313,0.0019302186962614314,0.9471190960577351
W,0.005378423452067849,0.04184061611295865,0.0035621588566466566,0.0018584279263409236,0.9473603736519858
W,0.0682673789520697,0.20419093287235626,0.020474118788637672,0.008930522983591637,0.6981370464033448
N2,0.041904926102887236,0.5657524681453876,0.05511173859391297,0.007753163637334837,0.3294777035204774
W,0.02175075198059023,0.25471302790606826,0.01694614757149219,0.012757573342106131,0.6938324991997431
W,0.05060953914601337,0.21453040135931728,0.016915700327522293,0.034488447709592474,0.6834559114575546
N2,0.06837498903553536,0.5699842996474203,0.061474272291332864,0.009704763069461391,0.29046167595625016
N2,0.043227041298454096,0.7403443969281743,0.08130725949004805,0.02090355887356764,0.11421774340975585
N3,0.0029791178796900976,0.22364289857631706,0.6496592934480219,0.00023589233014091634,0.12348279776583014
N2,0.0077753636397594845,0.4510530555134639,0.4155993885987464,0.0002736504972330642,0.12529854175079716
N2,0.02875795835202003,0.45507937234225077,0.3016437943852841,0.0006290791203976774,0.21388979580004747
W,0.0018934619501174042,0.07940669174320623,0.34303319800276627,0.0019812157512007398,0.5736854325527093
N3,0.001271761862765994,0.14854816065402918,0.5171810982393189,0.0003197732003713465,0.3326792060435147
W,0.0015087989754715308,0.13484389586023363,0.3274102933538239,0.0013072457848304479,0.5349297660256406
W,0.0028155301250412665,0.26162705285711507,0.13492175424096609,0.000362499909328786,0.6002731628675488
N3,0.0005841138475863051,0.009766254456598913,0.7866241258194154,0.00414216390257079,0.1988833419738286
W,0.002146982851700222,0.023878644835000597,0.27581512352362836,0.0003495979902551328,0.6978096507994157
W,0.011091156509223401,0.006537258978305181,0.011819345658909245,0.007113291479072239,0.9634389473744899
W,0.00409099444184614,0.008484539731375853,0.191186530985261,0.005774764318849545,0.7904631705226676
W,0.2621610253348407,0.16707617221956747,0.05915346335098969,0.0012162266433119898,0.5103931124512903
W,0.03187362266663454,0.0662435035081868,0.019307618239531123,0.000743160811668894,0.8818320947739787
N2,0.05853585909608638,0.46539979532499365,0.15147601337277922,0.003791387997775719,0.3207969442083651
N2,0.03809702421830418,0.7866376503385932,0.01765415787264182,0.0022933950960666843,0.15531777247439388
N2,0.05757437257757498,0.5137950671314943,0.03918942458801266,0.006394630114041647,0.3830465055888766
N2,0.008403728458304255,0.6714589252008285,0.14888008128195304,0.0013260228763871016,0.16993124218252703
N2,0.007199391975072825,0.5572646742841433,0.14218279907367104,0.0014363801515285583,0.29191675451558424
N2,0.0047726338011547355,0.6286380527458906,0.22157609753022117,0.0021958710879780366,0.14281734483475553
N2,0.016655394111506825,0.7300431326300699,0.21356441242231192,0.004616918978018849,0.03512014185809246
N2,0.02954465875072284,0.67175729452205,0.27508855642778374,0.00371933582542909,0.019890154474014328
N2,0.03464598176950998,0.8008495332589218,0.1117521191294982,0.01507521092464708,0.03767715491742297
N2,0.027528577644581147,0.8560879622191193,0.07226540965089542,0.01932057924387939,0.024797471241524736
N2,0.03130897960085402,0.7822256993418977,0.11687050625665538,0.03081322472091974,0.03878159007967302
N3,0.0016963021431043706,0.2125300302734016,0.7086345587534916,0.0035071366007897163,0.07363197222921275
N3,0.0014616229375375895,0.046962167357841575,0.9239893302048288,0.010731800515009804,0.016855078984782168
N3,0.005159094292722554,0.18241754980756736,0.787687304787279,0.006454762511252835,0.018281288601178218
N3,0.030418925913180683,0.3100885351390682,0.5823797864419173,0.0045332127541761694,0.07257953975165765
N2,0.03074292585095391,0.7570728042232507,0.18794730569966583,0.006600105108206301,0.017636859117923082
N2,0.19748463701999489,0.41317116382201735,0.34999853549642646,0.005568186810309871,0.03377747685125149
N2,0.020210875412812964,0.38731574476130076,0.33488546973914546,0.005957011865804847,0.25163089822093593
N3,0.09344235685808135,0.21632185366326775,0.35644274249144015,0.006454176594316979,0.32733887039289383
N2,0.04283838661417157,0.5088239593536796,0.38359718289642897,0.01736971952215907,0.04737075161356069
N2,0.08617421808434417,0.6869846261619317,0.12426437258318178,0.03357851103085691,0.06899827213968529
N2,0.03836380461963812,0.8813058791970693,0.03319695380867457,0.018706362895437905,0.028426999479180173
N2,0.02746568459833629,0.9210449142122233,0.025716928576185762,0.007718366312348755,0.01805410630090586
N2,0.05973189430320867,0.784333878737562,0.05687102893409653,0.02525695527112878,0.07380624275400388
N2,0.08499812213626726,0.8514515608786132,0.016297165887343108,0.026820902349860745,0.020432248747915473
N2,0.038465710590095056,0.9022490179369247,0.026789930811417208,0.01739015216006741,0.015105188501495724
N2,0.04542978592699521,0.8428923846901979,0.03148825724225286,0.06866567313975028,0.011523899000803932
N2,0.03531525424412837,0.739958158772147,0.013057469951423943,0.05852401665495537,0.15314510037734536
N2,0.035110373997419876,0.5476647502977833,0.010238175308884078,0.22599555855576697,0.1809911418401457
N2,0.04109872063521254,0.8390964143568926,0.013407043860267863,0.0921086488583873,0.0142891722892396
R,0.016383926956883507,0.3561286892228815,0.0052068559253520596,0.6153996083473494,0.006880919547533534
N2,0.016207244844047588,0.8453463576315724,0.026258118796670876,0.08015922207648453,0.032029056651224616
N2,0.007917422844074437,0.36042965206871147,0.27634114820673394,0.3130846799589618,0.042227096921518444
N2,0.02002794015914301,0.38507850859700626,0.21863120232344643,0.3455578942857808,0.03070445463462355
N2,0.009254387097795608,0.5685178444432518,0.3620895814598245,0.02208444054696827,0.03805374645215983
N3,0.0020882505653603708,0.22693935014055322,0.7477191123091121,0.0038837203365140395,0.019369566648460183
W,0.007752539577324894,0.3778755736125377,0.16104239251551924,0.05828255712941988,0.3950469371651983
N3,0.0054501118601934994,0.20065230030603953,0.6264829400217446,0.025115802088378287,0.14229884572364396
N3,0.0013089484733658809,0.06428956505753095,0.7081969193471598,0.015482536529971688,0.21072203059197167
N3,0.0009509179302769386,0.07401885404123007,0.902416539240835,0.0049237612119645,0.017689927575693643
N3,0.000606087110598426,0.05476429852966559,0.8929638574875242,0.004328952475071071,0.04733680439714088
N3,0.0013240620617978721,0.08970659951116339,0.8075397567139148,0.011141515318724086,0.09028806639439993
N3,0.0009123825347739805,0.07270962646488595,0.8734011245272832,0.008854731675584213,0.04412213479747271
N3,0.0009747748773715773,0.08467788716526922,0.8926031271762708,0.011188240272162097,0.010555970508926328
N3,0.000555473715832423,0.06850834607951899,0.9129811931591842,0.012828304416468813,0.005126682628995391
N3,0.0018379075324843498,0.11461623920534832,0.8419444825981188,0.031695968085080524,0.00990540257896791
N3,0.0020641445492616557,0.2086694609550388,0.7572798568366814,0.002693405057081072,0.029293132601937118
N3,0.005127379983754422,0.26584851401937465,0.6490926603741526,0.06676408011784049,0.013167365504877944
N3,0.0011096344504651985,0.10540731978565815,0.8685237625485076,0.017753104957393483,0.007206178257975663
N3,0.001154406731947532,0.08882431089031531,0.8238673557418484,0.055945571760287735,0.030208354875600956
N3,0.001128058098352015,0.1337900192658339,0.7804561790846567,0.05862025949197389,0.026005484059183424
N3,0.001473718533852743,0.12059373644636158,0.8063948185130373,0.056335086360064346,0.015202640146683984
N3,0.002186552376534757,0.18455853757177548,0.6816054705623682,0.0891305174556184,0.042518922033703097
N3,0.0021644181361039003,0.13263879795901085,0.7596168462601818,0.08794385004838193,0.017636087596321605
N3,0.0032105529678337617,0.214663995615854,0.5895099858517499,0.15649234580785093,0.036123119756711404
N3,0.0013760373200260383,0.15428708089637252,0.7643806351352115,0.05705176429197634,0.02290448235641371
N3,0.002780468507720533,0.19336298886398956,0.5310487840448583,0.13290654884721223,0.1399012097362193
N2,0.00663498199578313,0.3655203650590872,0.3474141137889902,0.21852506641372121,0.061905472742418345
N3,0.004325521937402244,0.23016793599208507,0.4296105583299972,0.2700373989647168,0.06585858477579852
N3,0.0027152910796859,0.17627695445717237,0.692644256360346,0.11510629646706998,0.013257201635725703
N3,0.004317923447736042,0.2557528535070334,0.7078182408446031,0.010493175808627516,0.02161780639199997
N3,0.0010656412027640707,0.11089808431455805,0.8730493898761148,0.007091134757139868,0.007895749849423062
N3,0.004240867006949465,0.2652708286325209,0.5642900328841387,0.13370182029141048,0.032496451184980533
N3,0.005204806592104015,0.407166004540074,0.5150652473048427,0.02513300678999069,0.0474309347729886
W,0.012819586544294955,0.2264233164287556,0.1090697575553704,0.28154223875009965,0.3701451007214793
N3,0.007316438932740127,0.24587777842125552,0.5068921700292132,0.1954027594812334,0.04451085313555774
W,0.009195315223574654,0.12753405124480943,0.07604764517006438,0.16333400970944914,0.6238889786521024
