Stage,N1,N2,N3,R,W
W,0.01011219208240466,0.002534154034941768,0.00030179652841288014,0.06479327210966214,0.9222585852445785
W,0.050174229109183385,0.037667132325657736,0.003185691433156742,0.010551868324215756,0.8984210788077863
N1,0.4814317043210362,0.018947306407219762,0.009954397239474572,0.0701526160608034,0.419513975971466
W,0.023739338261321716,0.009229805052002707,0.013840230416613194,0.006571702056863081,0.9466189242131993
W,2.860511872526358e-54,1.0276917777772987e-06,5.075125048549486e-08,6.738558008958055e-06,0.9999921829989629
W,7.585453527168184e-08,4.806149135128354e-07,8.068781977174274e-08,6.279457260570439e-08,0.999999300048159
W,4.762217006413599e-08,2.432440639336676e-07,1.0003734770669723e-07,1.3915290512963612e-07,0.9999994699435132
W,0.0606548328969444,0.049316188777799745,0.007243567866084874,0.0018043610037306425,0.8809810494554403
W,0.09620048154833154,0.1644268234222881,0.16414433960649827,0.008616185048973869,0.5666121703739083
W,1.3473217584235558e-19,0.0019198606167978504,0.005034314068265218,0.14458144737719797,0.848464377937739
W,7.274574142216812e-19,1.7405682491010513e-06,1.054176360880398e-06,1.9100227276937796e-06,0.9999952952326623
W,0.04149792343708262,0.018347486228206467,0.0024008046024050714,0.07573814180908958,0.8620156439232164
W,0.055232025330648346,0.07606670543133612,0.004362809556530762,0.035607865515625566,0.8287305941658591
W,0.018002961236794478,0.1306062918447614,0.005699582348633163,0.009559879150417644,0.8361312854193933
W,0.024173315775788223,0.08677902221544814,0.002950811330647531,0.09034498271275876,0.7957518679653574
W,0.051342565503869515,0.10057810215015661,0.0020513609999175193,0.10740840277510065,0.7386195685709558
W,0.038465805298329096,0.2233115743574055,0.002228569061634327,0.03488426085810061,0.7011097904245305
W,0.03180746062243093,0.07247089351524823,0.0012795519060978587,0.02138907653154714,0.8730530174246758
W,0.024886925580773656,0.09158348484594256,0.0005770717252736897,0.03583282941036669,0.8471196884376434
W,0.016747419655621328,0.09718123293234325,0.000368361253518603,0.013809070880352551,0.8718939152781643
W,0.04593675425506219,0.046050824788021534,0.0005416394254869248,0.014819620937854987,0.8926511605935743
W,0.022620291062142393,0.06730774148364119,0.0005256394581619,0.022008215809831016,0.8875381121862236
W,0.07617461486206764,0.09643148928914572,0.00037132183256441696,0.018949160435719977,0.8080734135805022
W,0.07000633311597919,0.05312490788313639,0.0005641219507404116,0.023357946505917552,0.8529466905442266
W,0.18292417565646737,0.18047725767480102,0.0017525866021212875,0.03397091400053668,0.6008750660660734
W,0.046903641574927074,0.12973905972074892,0.0015813047314266631,0.034991961782311586,0.7867840321905857
W,0.07640384520553728,0.22315135141651293,0.0014635787461378484,0.07366438561444183,0.62531683901737
W,0.07773131806976212,0.10463341998906676,0.0012523996328380207,0.12814091251833223,0.6882419497900009
W,0.12035972921503413,0.09773058166235561,0.0009522791590410412,0.1112063297157114,0.6697510802478578
N2,0.2008075948547944,0.42599169382429675,0.002168702920250363,0.2183573005258713,0.15267470787478707
N2,0.2113934129252958,0.5566545289269998,0.0050781088998138515,0.17307808948271133,0.05379585976517936
N2,0.3016839778399337,0.5165696298984541,0.04918794759614682,0.10880130907705302,0.02375713558841232
N1,0.49695682144842873,0.35634128414013877,0.015108128017117755,0.10621422867274632,0.02537953772156837
N1,0.5071965092153203,0.23962724906436375,0.014715735591235513,0.192955607547613,0.045504898581467446
N1,0.49279113371602046,0.12141445844885543,0.00933374002139548,0.35043717603383717,0.026023491779891536
N1,0.39070468666810776,0.20033887820214963,0.009839504851565574,0.3769181203525449,0.02219880992563203
N2,0.28945193059139124,0.37176381452118545,0.02815725964532105,0.29618171348725264,0.01444528175484964
N2,0.19354678948621692,0.582943372793078,0.04102532720396483,0.11310615125300841,0.06937835926373181
N1,0.40550745798795207,0.379977411969646,0.0096754212721815,0.18137977566185534,0.023459933108365038
N2,0.19550037747771876,0.6759614539613997,0.03255974069796659,0.08663742807828934,0.00934099978462562
N2,0.12658730179346306,0.7311467213386127,0.04971105591111685,0.08293211062130335,0.009622810335504103
N2,0.24580439600845916,0.544343378361521,0.018395473908923096,0.1768852921232209,0.014571459597875753
N2,0.10562094543121875,0.8027757760685412,0.011378175317355707,0.07281903444647726,0.007406068736407057
N1,0.42413188422071807,0.3093640698648668,0.01580136828494143,0.2354925894363611,0.015210088193112618
N2,0.3090958131580333,0.49335705934382307,0.04239454887046926,0.14414203447936402,0.011010544148310372
N2,0.2684547144350142,0.5653732194162381,0.017251457813553497,0.13527783363194915,0.013642774703245084
N2,0.3188024067997763,0.490988526709115,0.023006873002243727,0.15311059759935228,0.014091595889512563
N2,0.2074719858882663,0.628960947691674,0.032988246015833216,0.12176154727454888,0.008817273129677568
