Stage,N1,N2,N3,R,W
W,0.007454745413396739,0.001076983132602138,1.631173308566329e-05,0.00022480832760688076,0.9912271513933086
W,0.010983343700853947,0.014058365626798323,9.566741828378851e-05,0.0002606029322012333,0.9746020203218628
W,0.03319232424628567,0.08252631272501605,0.010086693126862473,0.36348925694901424,0.5107054129528217
W,0.010896578362385499,0.00832825238875952,0.00033297179245477584,0.0011953775439593067,0.9792468199124409
W,0.03275023468081962,0.02744705462721176,0.0013016249547848325,0.0009219522801728059,0.937579133457011
W,0.11566658905475666,0.020243945941494812,0.01767992753266476,0.001290495109263057,0.8451190423618208
W,0.2618166541610622,0.028923158948132546,0.0009201673405852051,0.0061051275987761685,0.7022348919514438
W,0.10437016171580571,0.01917318633923902,0.0017552648072297658,0.008960140354047096,0.8657412467836784
W,0.031140235903742222,0.05683474659283636,0.03658711152284887,0.0021177564806665592,0.8733201494999061
W,0.03659514457431684,0.046639582770924864,0.0026957632146984733,0.00331088687510086,0.9107586225649589
W,0.0515619470114054,0.06299470211507002,0.0021757631979741005,0.006116933892870316,0.8771506537826801
W,0.08802195865257595,0.08856939854516337,0.0030952736290387616,0.04741670460308168,0.7728966645701402
W,0.032360391702529835,0.027340316970995777,0.004900082503805632,0.03067214226701211,0.9047270665556567
W,0.017859337842975775,0.03042605258295675,0.003347194700543067,0.03926746664771332,0.909099948225811
W,0.04131631611803203,0.0629772169438075,0.02214749182383723,0.09064698904577939,0.7829119860685437
W,0.06593327985101699,0.11426868939992185,0.007190706888183989,0.008572001009797794,0.8040353228510793
W,0.0385509544430608,0.03285235735444505,0.0028686352316705864,0.010787721822011561,0.9149403311488119
W,0.04430658700599768,0.059013382142919145,0.002947863209431024,0.021419358253473363,0.8723128093881788
W,0.014011044620938398,0.0704640755714427,0.008837393823811011,0.029532899423290432,0.8771545865605175
W,0.03247861036553617,0.0939416590963035,0.010790558520733852,0.049080388444775094,0.8137087835726513
W,0.0522995811154675,0.025494733309489807,0.007078743991352093,0.03397709736432551,0.8811498442193652
W,0.03920978439172562,0.034256278633095834,0.0017281277250343757,0.03572359573067086,0.8890822135194733
W,0.021245369371603758,0.014871320867322253,0.0010910636045978431,0.03578351940275219,0.9270087267537239
W,0.026925158119551318,0.01387649430766643,0.0017295091584630376,0.022687494201677923,0.9347813442126414
W,0.02428835818050628,0.014960190213919304,0.0018958157256267808,0.016661323099918007,0.9421943127800296
W,0.01501742965233251,0.011292992355912912,0.0020887919777566283,0.035141630202174895,0.936459155811823
W,0.015943619139937006,0.014873122185677691,0.003946614415847787,0.045631534893786116,0.9196051093647514
W,0.05778837263257779,0.02894357231935989,0.0010829044649900232,0.09228981821893502,0.8198953323641373
R,0.04736706022167306,0.04265853766741756,0.0005949649650699805,0.6423408132463798,0.26703862389945954
W,0.08365324479771623,0.043065250564229024,0.003164086751239416,0.19959322288371092,0.6705241950031045
W,0.13728847368734715,0.0577167464040725,0.0005181185956225862,0.017912241421036923,0.7865644198919208
W,0.025665081422716906,0.03140988391898886,0.00046381122704913775,0.096338067252031,0.8461231561792141
W,0.17526826882829105,0.2873838223371162,0.003420173625861677,0.0266962924420771,0.507231442766654
W,0.030355439008250315,0.029785588538939773,0.0010464812445087,0.016956183402856838,0.9218563078054444
W,0.04750865197648275,0.03850404372635019,0.0019237899269118816,0.01673163086938904,0.8953318835008662
W,0.08545786116060192,0.10359218871789488,0.0065378605851883,0.015955261117398697,0.7884568284189162
W,0.03887676009096751,0.14030333473927675,0.0020399181595196375,0.04517897007916569,0.7736010169310704
W,0.212566244250379,0.30614706359742305,0.00148221961854687,0.007092570238203111,0.47271190229544807
N2,0.231702197943484,0.6363796462030324,0.00688048048808302,0.012205308938994963,0.1128323664264054
N2,0.265642004317677,0.6180518406151627,0.00486278372937454,0.010371052532783746,0.10107231880500187
N2,0.07460912080643262,0.7859050700698516,0.014682383013233177,0.01140415532583341,0.11339927078464929
N2,0.06632609091084009,0.5202873672160929,0.02479070534364772,0.008622037287994202,0.379973799241425
N1,0.45302932882307684,0.2171286107528311,0.0011435169444980067,0.006142842719768011,0.32255570075982604
W,0.10872772818592802,0.4205946229203838,0.004028042123502871,0.013513371325751027,0.45313623544443427
W,0.1673694618522583,0.14355779819514064,0.02937814793956958,0.0023042937998423974,0.6573902982131891
W,0.012592976896533393,0.07224540738670795,0.02280667369566415,0.014160955788166367,0.8781939862329281
W,0.04065098988954874,0.057938878892337856,0.01306171133379465,0.002121764322137037,0.8862266555621817
W,0.028799142033305695,0.03647969958226053,0.001549128331800056,0.030401677510423903,0.9027703525422098
W,0.02480544206365146,0.048480143977886754,0.00786056300059533,0.0038621736484962285,0.9149916773093704
W,0.00906925182262759,0.034111489373707074,0.007191606848996972,0.0031795834247550134,0.9464480685299134
W,0.021057166647629418,0.06207942570775545,0.004410669449084989,0.009494598341113047,0.9029581398544172
W,0.010106964342320654,0.050688484933134756,0.007160945937332689,0.00224528225411014,0.9297983225331018
W,0.0537845600108071,0.06449325398876607,0.011766484259317674,0.009485470338956524,0.8604702314021526
W,0.02276519289007319,0.04304532061259722,0.003866547118464763,0.015861487040165437,0.9144614523386992
W,0.029616066056038018,0.09122195773156133,0.006186685017424214,0.021932339556219316,0.8510429516387571
W,0.025523476594299283,0.03650944278913179,0.00451872919777328,0.007770921925349934,0.9256774294934458
W,0.010125134513126055,0.01688517597994578,2.3047098209789732e-05,0.003394107974598148,0.9695725344341202
W,0.022096071653935713,0.033830982978667566,0.0004702416031324302,0.0075800456996123105,0.936022658064652
W,0.024098343759049266,0.0077103665367827205,0.0005580338984037185,0.005662376623462445,0.9619708791823017
W,0.024931506737776297,0.023213639191194006,0.0014276887526523117,0.011082582778306769,0.9393445825400705
W,0.04047426181447898,0.01740820946580607,0.0001753681135185789,0.020109031811760936,0.9218331287944355
W,0.0986528170286295,0.04219765266407296,0.0003852833998876817,0.05127445309021301,0.8074897938171969
W,0.13554096352673917,0.17531396996897375,0.000629251239124066,0.09642307585780734,0.5920927394073557
W,0.20061299578238345,0.28107400603252886,0.0004584779513111288,0.2016846545409762,0.3161698656928005
N2,0.14867890949757218,0.4073192543936028,0.0006296174932399029,0.07632011447813962,0.3670521041374456
W,0.2192664394680776,0.09067885159195854,0.0003564685093454692,0.2681749034691998,0.42152333696141847
W,0.26009876592797426,0.11188258178176619,0.0007077445682353447,0.2635140479043815,0.36379685981764276
W,0.05606077759314,0.15590051691717718,0.00237876822727122,0.04941622290262131,0.7362437143597903
W,0.02048255563751842,0.24290548479877988,0.006820586990123853,0.13856469813783165,0.5912266744357462
W,0.02591055572813053,0.22979844797146176,0.008502956551603788,0.15063761654434904,0.5851504232044549
N2,0.04410384008757588,0.6721119090197918,0.015031439481311944,0.23049926547022853,0.03825354594109192
N2,0.040058883836204526,0.7294823142890178,0.0076335006626123605,0.12180682200811975,0.1010184792040456
N2,0.014654152032196449,0.8285061047492973,0.05405515669920929,0.040785959984605526,0.061998626534691376
N2,0.03930910805508138,0.6707280852463353,0.04210538393528364,0.1952637897581286,0.05259363300517105
N2,0.03149097742465596,0.6653764466145843,0.053962577174609845,0.1909188994749765,0.05825109931117341
N2,0.019815798391104904,0.8318063469227149,0.01129926633498519,0.09264523434477219,0.04443335400642276
N2,0.029438806260614257,0.8179290554925871,0.02664285365110691,0.1007214434150068,0.025267841180684994
N2,0.07422303723752174,0.7390173499139248,0.0033429383370003206,0.10859164637476519,0.07482502813678801
W,0.0026590343191693466,0.0309424878690541,0.0018862233613435057,0.0023785254684802405,0.9621337289819527
W,0.004266915810515599,0.024582096303880887,0.0025734430345359044,0.0015517857406536133,0.967025759110414
W,0.004412864478840483,0.0019400051795752577,0.00030213856636525713,0.02592890277404986,0.9674160890011692
W,0.009226550653167676,0.006660496639820233,0.0008484470615906516,0.031088815330677394,0.9521756903147441
W,0.009586776354088953,0.010466055083928333,0.001794415234297832,0.028849913422612502,0.9493028399050724
W,0.0880097328132204,0.03174440776570822,0.0005918870465322696,0.012060073424781576,0.8675938989497575
W,0.17866850795927605,0.0648791955263649,0.000872256643013358,0.013376412888696648,0.742203626982649
W,0.025898247253053376,0.1837979713027901,0.019325881535876475,0.00440229225430869,0.7665756076539714
W,0.08355766835019039,0.26989514573363743,0.00871286852060189,0.0017407912394283927,0.636093526156142
W,0.0480390306936406,0.21446128215425522,0.018014884724641324,0.001014785726402638,0.7184700167010601
W,0.0197317992274431,0.27556780774522327,0.09100962178308897,0.0014277090467031866,0.6122630621975415
W,0.014778499031130295,0.15695765116031193,0.06734326530109828,0.001778968595710663,0.7591416159117488
W,0.10686346456390565,0.15278663470193474,0.001995972204159016,0.0015977352901793231,0.7367561932398213
W,0.34099765833106693,0.24920229348528386,0.0024541245850719035,0.004487365851990439,0.4028585577465869
W,0.2553553470269357,0.3359080483525682,0.06097292947324963,0.0027285720997128966,0.3450351030475336
W,0.04271889972928049,0.39401490319992505,0.038130118494944236,0.06690354000943505,0.4582325385664151
W,0.048775633100500454,0.18402841186286958,0.007660331085570808,0.004768529269088317,0.7547670946819709
N2,0.11530008083491848,0.626015361632951,0.03404881744826216,0.021901487253693636,0.20273425283017457
N2,0.22487598302575856,0.6283749749429572,0.00653283485370752,0.05535823167960949,0.08485797549796723
N2,0.13836845522331112,0.609295912772412,0.003394713337886314,0.19363694626181763,0.0553039724045728
N2,0.18011459998957327,0.44814744003081164,0.0026398075785826767,0.28163598385881294,0.08746216854221937
R,0.09557113946710549,0.34718025303199407,0.0027025634685311508,0.40231892687888066,0.1522271171534888
R,0.04151181503074588,0.33079321732660166,0.002231801341284471,0.5037829306362481,0.12168023566511978
R,0.02381152881231271,0.33657150021581256,0.006117540027413111,0.57938111998357,0.054118310960891675
R,0.026672895807070662,0.23319451397241445,0.0007331275372650707,0.588673517913566,0.1507259447696838
R,0.027591784827203248,0.3163533095600901,0.0022388657865431184,0.5659185667822617,0.08789747304390186
N2,0.035057816852168834,0.5466093410683166,0.0008343753915352598,0.37670283531878485,0.040795631369194583
N2,0.012392657714185289,0.6344682105687092,0.0016648922402126654,0.26298515920452104,0.08848908027237183
N2,0.028300029472438683,0.7377109407290137,0.0013388465380858722,0.18094070525526693,0.051709478005194764
N2,0.03217283436006745,0.8102742201894205,0.0015672764783473093,0.08729302076102884,0.06869264821113592
N2,0.044968960182312334,0.842817987757623,0.013957607586572333,0.03832644787236489,0.059928996601127764
N2,0.10793662971148225,0.8115937698126883,0.001420806227515443,0.012652765699311593,0.06639602854900235
N2,0.05426170282122882,0.9079654308522629,0.005180885040607563,0.00814108835838446,0.024450892927516076
N2,0.012022050856316717,0.46776345585141726,0.10177310513554802,0.007946805641735154,0.4104945825149828
W,0.01910076622336784,0.31563272931870356,0.14931099244945825,0.1879355369017178,0.32801997510675246
W,0.028384666364341265,0.17574657425328544,0.0274154638386171,0.0017863539232975175,0.7666669416204586
N2,0.07149832203502515,0.39834045641209903,0.151752813732013,0.0024187875586805514,0.37598962026218224
W,0.042448435396737504,0.3041489337366814,0.023531931084992342,0.001562335492233206,0.6283083642893558
R,0.0291578919740642,0.1373493876758389,0.011309381165396995,0.6350210365888751,0.18716230259582486
W,0.02093526926290616,0.08821295044008431,0.003937754858614285,0.001045784120024947,0.8858682413183704
W,0.010498175255961976,0.023352228221339925,0.0006037577889571828,0.0008949592747369478,0.9646508794590041
W,0.021506184305312388,0.04873853838271623,0.003617864199295339,0.0030396071923950887,0.9230978059202809
W,0.03248924899602159,0.02085250628072317,0.0014600182334001063,0.0020241542272840677,0.9431740722625711
W,0.024326432743259754,0.06866342438361345,0.005061492230368115,0.001187374344624128,0.9007612762981345
W,0.02249257449253823,0.05529871409251137,0.005781430906969857,0.1098510444942475,0.8065762360137331
W,0.01603570312213474,0.015730545131336565,0.0008687615657059611,0.0009453176306718587,0.9664196725501509
W,0.056786564001664215,0.014590501658728642,0.0024117224681754635,0.0017708937664937432,0.924440318104938
W,0.020514457106634076,0.029962782945328878,0.0017463501859224663,0.002242014404278161,0.9455343953578365
N3,0.004880562898291122,0.14728008393324604,0.597701241967888,0.0020290910376701463,0.24810902016290481
N3,0.007254392973815481,0.2716857029552629,0.5698297021938658,0.0017383441709213781,0.14949185770613457
W,0.03607069789149365,0.37386495953127846,0.12564344502048733,0.0052234873889464,0.45919741016779414
W,0.07241341182565572,0.21092225579408388,0.006030763164668883,0.003586785461401594,0.7070467837541898
W,0.09736886734310325,0.3249701876082474,0.021784831191903914,0.0027216348120130385,0.5531544790447325
W,0.1615572133024377,0.36639415739522857,0.004011971506719563,0.0030408904651815128,0.4649957673304325
N2,0.17807949028490416,0.44024803416990677,0.007310630753847516,0.008127701260295064,0.36623414353104655
N2,0.255201120282554,0.45920549971228586,0.0034727106494458373,0.033053939204184875,0.24906673015152941
N2,0.2446071793876647,0.443458674616856,0.008684212018474082,0.15072454701626337,0.15252538696074172
N2,1.2941621544506537e-24,0.4254515362561178,0.03181538537079095,0.183939269537364,0.3587938088357272
R,0.08811066203637351,0.2427022893953315,0.005895724514944314,0.47087568664711854,0.19241563740623213
W,0.023236829130012907,0.11871461238690069,0.004469980707483748,0.11925504387860603,0.7343235338969967
W,0.011566730034826316,0.03092300974367788,0.015339327149618156,0.07171008892951783,0.8704608441423598
W,0.012390627928674923,0.042539996285600484,0.004396283368992192,0.019707591502646123,0.9209655009140864
W,0.026649466262028316,0.01601532991287303,0.0003464473434481619,0.004431986682564682,0.9525567697990859
W,0.04282505098267778,0.018325789223491828,0.0002838441519137767,0.003960582480062995,0.9346047331618536
W,0.008461773442409082,0.013107691006264473,0.004499966172291374,0.03518940433881615,0.9387411650402189
W,0.01874508850362784,0.03162038486579321,0.06493742109112283,0.010971991271270088,0.873725114268186
W,0.005371639664584476,0.009340567755128513,0.0022825470297436826,0.00048773385100974847,0.9825175116995335
W,0.13759125919814738,0.1277332683209794,0.0015780491306400621,0.005473874516288771,0.7276235488339444
W,0.10233759990116535,0.17228968372649867,0.0020196883772112214,0.011037722426346774,0.712315305568778
N1,0.4075980756348689,0.33761374887982487,0.0032184689922942875,0.03238902608539709,0.21918068040761482
W,0.26341525460595205,0.20270764741102792,0.04246540433565221,0.0597296202712999,0.4316820733760679
W,0.22573159725775804,0.2654220394045333,0.004656160192038434,0.1789349736092237,0.32525522953644653
